OBJECTID,UNIT_CODE,GIS_Notes,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,METADATA,PARKNAME,CreationDate,Creator,EditDate,Editor,Shape__Area,Shape__Length,GlobalID
179,MALU,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,"Martin Luther King, Jr. National Historical Park",2014/11/19 00:00:00+00,GA,SE,1704967,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218475,Martin Luther King Jr.,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2021/01/10 21:53:57.422+00,RJohnson@nps.gov_nps,228201.921875,2965.89055236467,1422fd30-c2d6-4b3f-9740-034910cb9b57
180,WAPA,Lands - http://landsnet.nps.gov/tractsnet/documents/WAPA/METADATA/wapa_metadata.xml,War in the Pacific,2015/02/04 00:00:00+00,GU,PW,1828962,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220225,War in the Pacific,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:27:59.047+00,RJohnson@nps.gov_nps,8198056.61328125,39726.1495349897,9e5de142-f7f7-482f-890d-95004a1fe74b
181,DETO,Lands - http://landsnet.nps.gov/tractsnet/documents/DETO/METADATA/deto_metadata.xml,Devils Tower National Monument,2014/12/08 00:00:00+00,WY,IM,2733421,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2220218,Devils Tower,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:05.577+00,RJohnson@nps.gov_nps,10774321.4023438,15024.9285136707,40a251d6-cb58-4111-a27d-12c1e450d3da
182,BOST,Lands - http://landsnet.nps.gov/tractsnet/documents/BOST/Metadata/bost_metadata.xml,Boston National Historical Park,2015/02/09 00:00:00+00,MA,NE,600140,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221816,Boston,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:12.286+00,RJohnson@nps.gov_nps,325688.1640625,7018.56044502873,1b711f2c-8b23-4a7f-b10d-93df349d567c
183,ORCA,Lands - http://landsnet.nps.gov/tractsnet/documents/ORCA/Metadata/orca_metadata.xml,Oregon Caves National Monument and Preserve,2015/02/26 00:00:00+00,OR,PW,1147260,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221819,Oregon Caves,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:18.411+00,RJohnson@nps.gov_nps,33549267.3046875,28480.8538376733,245712ad-ebc0-411d-8a98-fd9428a4e721
184,GEGR,Lands - http://landsnet.nps.gov/tractsnet/documents/GEGR/METADATA/gegr_metadata.xml,General Grant National Memorial,2013/07/22 00:00:00+00,NY,NE,2733424,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221818,General Grant,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:25.438+00,RJohnson@nps.gov_nps,5124.71484375,299.132716343439,4dcd1570-a26d-4443-85d3-7ee13fcd3811
185,GOGA,Lands - http://landsnet.nps.gov/tractsnet/documents/GOGA/Metadata/goga_metadata.xml,Golden Gate National Recreation Area,2015/04/20 00:00:00+00,CA,PW,255952,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221820,Golden Gate,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:34.615+00,RJohnson@nps.gov_nps,535132455.199219,633316.163673329,ff4f7ebd-10f5-45b1-ad9d-962ccab9cdd9
186,POCH,Lands - http://landsnet.nps.gov/tractsnet/documents/POCH/Metadata/poch_metadata.xml,Port Chicago Naval Magazine National Memorial,2015/04/21 00:00:00+00,CA,PW,1967105,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221822,Port Chicago Naval Magazine,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:41.374+00,RJohnson@nps.gov_nps,42316.76953125,994.365735230399,781a93c3-ad73-4628-a7ae-1084511b87c4
187,JODA,Lands - http://landsnet.nps.gov/tractsnet/documents/JODA/METADATA/joda_metadata.xml,John Day Fossil Beds National Monument,2015/07/08 00:00:00+00,OR,PW,1133439,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223246,John Day Fossil Beds,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:51.960+00,RJohnson@nps.gov_nps,111782232.75,113228.462546172,ca51109f-1b40-4537-9e58-b5a342909c2d
188,FRST,Lands - http://landsnet.nps.gov/tractsnet/documents/FRST/METADATA/frst_metadata.xml,First State National Historical Park,2015/06/18 00:00:00+00,DE,NE,2756166,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223243,First State,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:28:58.259+00,RJohnson@nps.gov_nps,7934331.26171875,22895.2793154571,d12c508a-ac67-4442-a9ed-07161c51086c
190,PAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/PAGR/METADATA/pagr_metadata.xml,Paterson Great Falls National Historical Park,2015/05/11 00:00:00+00,NJ,NE,2053533,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223250,Paterson Great Falls,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:10.898+00,RJohnson@nps.gov_nps,364372.96484375,5489.72607907848,fdf054e9-0803-46e6-a4cc-4c1c0156b492
191,WEFA,Lands - http://landsnet.nps.gov/tractsnet/documents/WEFA/Metadata/wefa_metadata.xml,Weir Farm National Historic Site,2015/08/27 00:00:00+00,CT,NE,1888972,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224530,Weir Farm,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:17.356+00,RJohnson@nps.gov_nps,492352.40234375,5712.6965249872,5aff3ee5-de25-4755-a928-ba479926213e
192,THRI,Lands - http://landsnet.nps.gov/tractsnet/documents/THRI/Metadata/thri_metadata.xml,Theodore Roosevelt Inaugural National Historic Site,2015/08/28 00:00:00+00,NY,NE,2035603,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224527,Theodore Roosevelt Inaugural,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:23.042+00,RJohnson@nps.gov_nps,8874.453125,431.649709653925,e37f87f5-e656-4584-ba0d-73aae2340c65
193,LAVO,Lands - http://landsnet.nps.gov/tractsnet/documents/LAVO/Metadata/lavo_metadata.xml,Lassen Volcanic National Park,2015/08/19 00:00:00+00,CA,PW,262325,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224525,Lassen Volcanic,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:30.135+00,RJohnson@nps.gov_nps,753097653.523438,149637.527726742,a328d7b5-f47e-4e96-8e6d-c8c6e3daa2be
194,HONO,Lands - http://landsnet.nps.gov/tractsnet/documents/HONO/Metadata/hono_metadata.xml,Honouliuli National Historic Site,2015/08/13 00:00:00+00,HI,PW,2767391,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224523,Honouliuli,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:38.691+00,RJohnson@nps.gov_nps,727877.67578125,7382.9092981234,fd3975a4-d74c-4eb0-bf90-4c9eddc2ce9b
195,FODO,Lands - http://landsnet.nps.gov/tractsnet/documents/FODO/METADATA/fodo_metadata.xml,Fort Donelson National Battlefield,2015/07/27 00:00:00+00,TN,SE,1284664,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224521,Fort Donelson,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:45.288+00,RJohnson@nps.gov_nps,8163037.29296875,43303.9438813703,01f8e65a-b35c-4c81-9ff0-af06fe9c7429
196,VAMA,Lands - http://landsnet.nps.gov/tractsnet/documents/VAMA/Metadata/vama_metadata.xml,Vanderbilt Mansion National Historic Site,2015/07/24 00:00:00+00,NY,NE,968452,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224528,Vanderbilt Mansion,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:51.361+00,RJohnson@nps.gov_nps,1534826.25390625,8133.11465477559,111b464e-d4c7-45f8-bf34-6936b22cef0f
197,JICA,Lands - http://landsnet.nps.gov/tractsnet/documents/JICA/Metadata/jica_metadata.xml,Jimmy Carter National Historic Site,2015/08/03 00:00:00+00,GA,SE,1888934,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2224524,Jimmy Carter,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:29:58.015+00,RJohnson@nps.gov_nps,407012.94921875,15043.6640850624,4254f4ee-c8ab-4c47-b945-7e5a45a25f33
198,GATE,Lands - http://landsnet.nps.gov/tractsnet/documents/GATE/Metadata/GATE_metadata.xml,Gateway National Recreation Area,2015/12/31 00:00:00+00,NY,NE,882894,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225694,Gateway,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:04.886+00,RJohnson@nps.gov_nps,190685391.253906,146371.440435793,cc4b92e4-e517-4025-b9b1-eb16c899b6c5
199,UPDE,Lands - http://landsnet.nps.gov/tractsnet/documents/UPDE/Metadata/UPDE_metadata.xml,Upper Delaware Scenic and Recreational River,2015/12/22 00:00:00+00,PA,NE,1888970,Scenic and Recreational River,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225706,Upper Delaware,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:11.163+00,RJohnson@nps.gov_nps,414752036.78125,315325.40760388,98eab019-21f1-4a20-a7f7-3ebed3527290
200,MIIN,Lands - http://landsnet.nps.gov/tractsnet/documents/MIIN/Metadata/MIIN_metadata.xml,Minidoka National Historic Site,2015/10/15 00:00:00+00,WA,PW,2766708,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225702,Minidoka,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:16.621+00,RJohnson@nps.gov_nps,2998805.23046875,12061.1953462532,2a659415-2d04-4b26-a0d7-d829e5fd3601
201,BIHO,Lands - http://landsnet.nps.gov/tractsnet/documents/BIHO/Metadata/BIHO_metadata.xml,Big Hole National Battlefield,2015/11/06 00:00:00+00,MT,PW,779820,National Battlefield,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225687,Big Hole,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:22.953+00,RJohnson@nps.gov_nps,8092191.9765625,12680.0445150195,6333bc87-429d-4237-8935-b100a46e532e
202,CACH,Lands - http://landsnet.nps.gov/tractsnet/documents/CACH/Metadata/CACH_metadata.xml,Canyon de Chelly National Monument,2010/12/14 00:00:00+00,AZ,IM,44981,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2225688,Canyon de Chelly,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:30.492+00,RJohnson@nps.gov_nps,548633511.128906,324228.886815216,d60451e5-339b-4d66-ab9a-8b39f9a281de
203,CACO,Lands - http://landsnet.nps.gov/tractsnet/documents/CACO/METADATA/caco_metadata.xml,Cape Cod National Seashore,2016/03/24 00:00:00+00,MA,NE,606900,National Seashore,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229062,Cape Cod,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:35.266+00,RJohnson@nps.gov_nps,324147362.28125,261994.38982065,fd9d1297-c357-44c6-8bdb-59c26a989474
204,MAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/MAPR/METADATA/mapr_metadata.xml,Manhattan Project National Historical Park,2016/03/16 00:00:00+00,NM,IM,2775864,National Historical Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229065,Manhattan Project,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:41.811+00,RJohnson@nps.gov_nps,776550.78515625,14168.446288769,581118cd-2179-4963-ba8e-8cc730d1e351
205,MORA,Lands - http://landsnet.nps.gov/tractsnet/documents/MORA/Metadata/mora_metadata.xml,Mount Rainier National Park,2015/11/17 00:00:00+00,WA,PW,1528416,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2171131,Mount Rainier,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:50.876+00,RJohnson@nps.gov_nps,2045641242.35156,217660.012837719,d25e6269-3d74-4807-96a6-589862085405
206,LIBO,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBO/Metadata/libo_metadata.xml,Lincoln Boyhood National Memorial,2016/03/03 00:00:00+00,IN,MW,446882,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2218474,Lincoln Boyhood,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:30:57.408+00,RJohnson@nps.gov_nps,1310293.01953125,5424.29609236684,5f715f38-ce6c-4be5-8580-4b4470ca9b94
207,FRLA,Lands - http://landsnet.nps.gov/tractsnet/documents/FRLA/METADATA/frla_metadata.xml,Frederick Law Olmsted National Historic Site,2016/03/01 00:00:00+00,MA,NE,1971618,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229063,Frederick Law Olmsted,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:03.524+00,RJohnson@nps.gov_nps,51737.2578125,1623.19688698315,81b98a02-cac7-40b4-886f-cbc3ed0283d5
208,CAMO,Lands - http://landsnet.nps.gov/tractsnet/documents/CAMO/METADATA/camo_metadata.xml,Castle Mountains National Monument,2016/03/01 00:00:00+00,CA,PW,2775863,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229071,Castle Mountain,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:09.677+00,RJohnson@nps.gov_nps,127057532.71875,125638.15479889,1b09e705-1eab-4449-bc05-1bb5a93a6529
209,GEWA,Lands - http://landsnet.nps.gov/tractsnet/documents/GEWA/METADATA/gewa_metadata.xml,George Washington Birthplace National Monument,2016/03/28 00:00:00+00,VA,NE,1467038,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229064,George Washington Birthplace,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:16.206+00,RJohnson@nps.gov_nps,4316894.140625,12323.3690385154,48efabd0-2486-4062-b951-2628a9b161d5
210,HAGR,Lands - http://landsnet.nps.gov/tractsnet/documents/HAGR/Metadata/hagr_metadata.xml,Hamilton Grange National Memorial,2016/03/28 00:00:00+00,NY,NE,2083660,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1047980,Hamilton Grange,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:22.156+00,RJohnson@nps.gov_nps,12400.390625,763.259588970404,d4ef1d86-e815-41bf-9e96-fdd2a2332688
211,HAMP,Lands - http://landsnet.nps.gov/tractsnet/documents/HAMP/Metadata/hamp_metadata.xml,Hampton National Historic Site,2016/01/26 00:00:00+00,MD,NE,584846,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2182232,Hampton,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:28.112+00,RJohnson@nps.gov_nps,421003.37109375,3921.10171593132,322cfa79-244e-4c33-a5d4-b47beb3e88ac
212,WACO,Lands - http://landsnet.nps.gov/tractsnet/documents/WACO/METADATA/waco_metadata.xml,Waco Mammoth National Monument,2016/02/12 00:00:00+00,TX,IM,2775865,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229068,Waco Mammoth,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:34.677+00,RJohnson@nps.gov_nps,600048.421875,3457.94204682161,c71b9491-17f6-48a9-96cc-ed92ee07186e
213,GLCA,Lands - http://landsnet.nps.gov/tractsnet/documents/GLCA/METADATA/glca_metadata.xml,Glen Canyon National Recreation Area,2018/10/04 00:00:00+00,UT,IM,23865,National Recreation Area,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2209616,Glen Canyon,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:43.231+00,RJohnson@nps.gov_nps,8057031420.97656,2069799.23975043,63c797c2-351d-490d-896f-1ba6c32d658a
214,YOSE,Lands - http://landsnet.nps.gov/tractsnet/documents/YOSE/METADATA/yose_metadata.xml,Yosemite National Park,2016/01/27 00:00:00+00,CA,PW,255923,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2210713,Yosemite,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:31:52.558+00,RJohnson@nps.gov_nps,4849245258.85547,379891.897942455,7ebad56d-c89a-4961-9be6-0536c93d727d
215,TAPR,Lands - http://landsnet.nps.gov/tractsnet/documents/TAPR/Metadata/tapr_metadata.xml,Tallgrass Prairie National Preserve,2016/01/14 00:00:00+00,KS,MW,1888965,National Preserve,Lands,https://irma.nps.gov/DataStore/Reference/Profile/1048190,Tallgrass Prairie,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:01.932+00,RJohnson@nps.gov_nps,71990800.328125,49657.0634634299,e003bbb0-2bbb-402f-ab09-b88d78f5d289
216,TUIN,Lands - http://landsnet.nps.gov/tractsnet/documents/TUIN/METADATA/tuin_metadata.xml,Tuskegee Institute National Historic Site,2016/01/14 00:00:00+00,AL,SE,158362,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2229067,Tuskegee Institute,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:09.043+00,RJohnson@nps.gov_nps,352543.75390625,3809.8754510691,4f510982-0db5-4a7b-8c7c-3b672e2776da
217,FOCA,Lands - http://landsnet.nps.gov/tractsnet/documents/FOCA/Metadata/foca_metadata.xml,Fort Caroline National Memorial,2016/06/07 00:00:00+00,FL,SE,282677,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230260,Fort Caroline,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:15.093+00,RJohnson@nps.gov_nps,764984.783203125,7620.09353624996,10ec37cb-4dcc-4aca-941a-252710da1873
218,SACR,Lands - http://landsnet.nps.gov/tractsnet/documents/SACR/Metadata/sacr_metadata.xml,Saint Croix Island International Historic Site,2016/06/20 00:00:00+00,ME,NE,581971,International Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230262,Saint Croix Island,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:21.627+00,RJohnson@nps.gov_nps,54060.71875,987.299797729196,8c114cc4-7729-4c4b-a6fe-f9ed76b96f00
219,LOSA,Lands - http://landsnet.nps.gov/tractsnet/documents/LOSA/METADATA/losa_metadata.xml,Lower Saint Croix National Scenic Riverway,2016/05/10 00:00:00+00,WI,MW,2738286,National Scenic Riverway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2223247,Lower Saint Croix,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:27.716+00,RJohnson@nps.gov_nps,92270910.0742188,149384.159049189,82571732-9669-41ec-92eb-98761f9eaa88
220,STLI,Lands - http://landsnet.nps.gov/tractsnet/documents/STLI/METADATA/stli_metadata.xml,Statue Of Liberty National Monument,2016/05/06 00:00:00+00,NY,NE,880864,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230266,Statue Of Liberty,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:34.561+00,RJohnson@nps.gov_nps,486582.45703125,4452.45636935456,03410e58-30bf-44f4-82f5-30873733e74a
221,BAND,Lands - http://landsnet.nps.gov/tractsnet/documents/BAND/Metadata/band_metadata.xml,Bandelier National Monument,2016/04/26 00:00:00+00,NM,IM,928874,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2194464,Bandelier,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:40.824+00,RJohnson@nps.gov_nps,207550769.625,96236.6367640625,e92e3183-1b01-4347-804d-84e7ba8676f4
222,WICA,Lands - http://landsnet.nps.gov/tractsnet/documents/WICA/Metadata/WICA_metadata.xml,Wind Cave National Park,2016/04/19 00:00:00+00,SD,MW,1263056,National Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2239942,Wind Cave,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:46.770+00,RJohnson@nps.gov_nps,261727427.273438,90671.8053903593,225115b4-88fe-4d03-bdbd-d98e1fe63d90
223,NATR,Lands - http://landsnet.nps.gov/tractsnet/documents/NATR/Metadata/natr_metadata.xml,Natchez Trace Parkway,2016/04/12 00:00:00+00,MS,SE,123648,Parkway,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2230263,Natchez Trace,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:32:55.362+00,RJohnson@nps.gov_nps,310339970.363281,1965745.9685494,339d4769-0ed1-4e52-878f-bb52a60eeeb4
224,COLM,Lands - http://landsnet.nps.gov/tractsnet/documents/COLM/METADATA/colm_metadata.xml,Colorado National Monument,2016/04/01 00:00:00+00,CO,IM,202252,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2203268,Colorado,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:33:01.247+00,RJohnson@nps.gov_nps,137403445.039063,82194.0942602055,7d81f2a3-c228-403e-bece-b864a20e1d26
225,FRSP,Lands - http://landsnet.nps.gov/tractsnet/documents/FRSP/Metadata/frsp_metadata.xml,Fredericksburg and Spotsylvania County Battlefields Memorial National Military Park,2016/09/30 00:00:00+00,VA,NE,1488838,National Military Park,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235461,Fredericksburg & Spotsylvania,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:33:13.409+00,RJohnson@nps.gov_nps,60945548.875,200634.441681455,6aef97dd-a769-472a-91bf-8d92006d2edf
227,PULL,Lands - http://landsnet.nps.gov/tractsnet/documents/PULL/Metadata/pull_metadata.xml,Pullman National Monument,2016/09/12 00:00:00+00,IL,MW,2766905,National Monument,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2221824,Pullman,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:33:19.344+00,RJohnson@nps.gov_nps,2930.21875,459.270995050093,95322bbb-2892-41d1-a9ed-618d24479ab7
228,PAAV,Lands - http://landsnet.nps.gov/tractsnet/documents/PAAV/METADATA/paav_metadata.xml,Pennsylvania Avenue National Historic Site,2016/09/13 00:00:00+00,DC,NC,2733439,National Historic Site,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2208015,Pennsylvania Avenue,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:33:25.062+00,RJohnson@nps.gov_nps,124211.69921875,10722.6306012999,af63dd13-1816-4c30-90e1-d2a94a5f4bfd
229,WWIM,Lands - http://landsnet.nps.gov/tractsnet/documents/WWIM/Metadata/wwim_metadata.xml,World War I Memorial,2016/09/13 00:00:00+00,DC,NC,531319,National Memorial,Lands,https://irma.nps.gov/DataStore/Reference/Profile/2235466,World War I,2020/01/09 22:16:03.201+00,SCarlton@nps.gov_nps,2020/06/04 09:33:33.863+00,RJohnson@nps.gov_nps,13826.65625,474.880617248799,d160da45-f768-447c-9c19-abe6c52f90b3
